DeltaTs,Gamma
2996,0.9316
2992,-0.5216
2988,0.2631
2984,0.2658
2980,-0.4528
2976,0.9863
2973,-1.1468
2969,-0.883
2965,1.0242
2961,-0.1675
2957,0.2556
2954,0.5668
2950,-0.4642
2946,1.2562
2942,1.4112
2942,-1.2217
2938,-0.9351
2935,0.6928
2931,-0.2307
2927,-0.0686
2923,0.4386
2919,-0.8275
2915,1.1616
2912,1.0553
2911,-1.5325
2908,-1.0747
2904,0.3118
2900,-0.3789
2896,-0.4214
2892,0.3492
2888,-1.2111
2884,1.0409
2881,0.9674
2877,-0.8498
2873,0.2548
2869,-0.1222
2866,-0.4598
2862,0.6696
2858,-1.1139
2855,-1.4034
2854,1.4484
2851,0.9373
2847,-0.5998
2843,0.271
2839,0.1939
2835,-0.4381
2831,0.9209
2828,-1.1249
2824,-0.9332
2821,1.0612
2817,-0.2128
2813,0.3003
2809,0.5262
2805,-0.4132
2801,1.2237
2798,1.488
2797,-1.167
2794,-0.9382
2790,0.7782
2787,-0.2339
2783,0.0201
2779,0.4377
2775,-0.7426
2771,1.1629
2768,1.1177
2768,-1.4545
2764,-1.0942
2761,0.3737
2757,-0.4031
2753,-0.3655
2749,0.3201
2745,-1.1616
2742,1.0062
2738,1.0002
2735,-0.9071
2731,0.278
2727,-0.1869
2723,-0.4435
2719,0.5966
2716,-1.1035
2712,-1.487
2712,1.3671
2709,0.9416
2705,-0.6791
2701,0.2757
2697,0.1178
2694,-0.4289
2690,0.8514
2686,-1.1085
2683,-0.9888
2679,1.0908
2675,-0.2645
2672,0.3394
2668,0.4792
2664,-0.368
2661,1.1839
2657,-1.1186
2654,-0.9459
2650,0.8599
2646,-0.2405
2642,0.1066
2639,0.4348
2635,-0.6578
2631,1.1638
2628,1.1841
2628,-1.3758
2624,-1.1088
2621,0.4402
2617,-0.4208
2613,-0.3029
2610,0.298
2606,-1.1039
2602,0.9787
2599,1.0404
2595,-0.9582
2592,0.3065
2588,-0.2475
2584,-0.4232
2581,0.5268
2577,-1.0889
2573,1.2888
2570,0.9462
2567,-0.757
2563,0.2806
2559,0.0424
2556,-0.4215
2552,0.7794
2548,-1.0962
2545,-1.0515
2545,1.5295
2542,1.1133
2538,-0.3251
2534,0.3705
2531,0.4238
2527,-0.3291
2523,1.1368
2520,-1.0755
2517,-0.9582
2513,0.9386
2509,-0.2502
2506,0.1899
2502,0.4296
2499,-0.5758
2495,1.1642
2492,1.2525
2491,-1.2972
2488,-1.1192
2485,0.5102
2481,-0.4334
2478,-0.2362
2474,0.2818
2470,-1.0414
2467,0.9565
2464,1.0873
2460,-1.0032
2457,0.3434
2453,-0.3013
2449,-0.3954
2446,0.4631
2442,-1.0684
2439,1.2155
2436,0.9518
2432,-0.8348
2429,0.284
2425,-0.0341
2421,-0.4163
2418,0.7058
2414,-1.088
2411,-1.1188
2411,1.4636
2408,1.1302
2404,-0.3909
2401,0.396
2397,0.3608
2394,-0.2968
2390,1.0832
2387,-1.0389
2384,-0.9765
2380,1.0114
2377,-0.2652
2373,0.2692
2370,0.4203
2366,-0.497
2363,1.1603
2360,1.3221
2359,-1.221
2356,-1.127
2353,0.583
2349,-0.4415
2346,-0.1645
2342,0.2715
2339,-0.9715
2335,0.9411
2332,1.1411
2329,-1.0419
2325,0.3857
2322,-0.3493
2318,-0.3624
2315,0.4042
2311,-1.0431
2308,1.1482
2305,0.9609
2302,-0.908
2298,0.2896
2295,-0.1087
2291,-0.4102
2288,0.632
2284,-1.0804
2282,-1.1926
2281,1.3944
2278,1.1408
2275,-0.4641
2271,0.4151
2268,0.291
2264,-0.2715
2261,1.0218
2258,-1.0086
2255,-1.0005
2251,1.0789
2248,-0.2857
2244,0.3427
2241,0.4071
2238,-0.4218
2234,1.1538
2231,1.3917
2231,-1.1469
2228,-1.1334
2225,0.6575
2221,-0.447
2218,-0.0909
2214,0.2637
2211,-0.8986
2208,0.9297
2205,1.2019
2202,-1.0742
2198,0.4361
2195,-0.3894
2191,-0.3212
2188,0.3536
2185,-1.0112
2181,1.0865
2179,0.9731
2175,-0.9786
2172,0.2978
2169,-0.1825
2165,-0.4032
2162,0.5585
2159,-1.073
2156,-1.2687
2155,1.3251
2152,1.1471
2149,-0.5422
2146,0.4293
2142,0.2158
2139,-0.2518
2136,0.9549
2133,-0.9851
2130,-1.031
2126,1.1402
2123,-0.3127
2120,0.41
2117,0.3867
2113,-0.3526
2110,1.141
2107,1.4599
2107,-1.0774
2104,-1.1406
2101,0.7322
2097,-0.4504
2094,-0.0134
2091,0.2602
2088,-0.8205
2084,0.9225
2082,1.2684
2078,-1.0999
2075,0.4911
2072,-0.4242
2069,-0.2749
2065,0.3089
2062,-0.973
2059,1.0322
2056,0.9909
2053,-1.0437
2050,0.3115
2047,-0.2519
2043,-0.3925
2040,0.4862
2037,-1.0642
2034,-1.3483
2034,1.2555
2031,1.1496
2028,-0.6247
2025,0.4377
2021,0.1351
2018,-0.2378
2015,0.8822
2012,-0.9677
2009,-1.0686
2006,1.1941
2003,-0.3456
2000,0.4706
1996,0.3615
1993,-0.2893
1990,1.1233
1988,1.5267
1987,-1.0118
1984,-1.149
1981,0.8061
1978,-0.455
1975,0.0633
1972,0.2568
1969,-0.7406
1965,0.9174
1963,1.3402
1962,-1.5258
1960,-1.1197
1957,0.5538
1953,-0.451
1950,-0.2215
1947,0.2716
1944,-0.9284
1941,0.9851
1938,1.0142
1935,-1.1044
1932,0.3294
1929,-0.3177
1926,-0.3778
1923,0.4172
1920,-1.0538
1917,-1.4291
1917,1.1868
1914,1.1498
1911,-0.7096
1908,0.4437
1905,0.0504
1902,-0.2281
1899,0.8059
1896,-0.9548
1893,-1.112
1893,1.5044
1890,1.2406
1887,-0.3861
1884,0.5232
1881,0.3283
1878,-0.2337
1875,1.0972
1872,-0.9527
1869,-1.1604
1866,0.8793
1863,-0.4598
1860,0.1417
1857,0.2543
1854,-0.658
1851,0.9143
1848,1.4152
1848,-1.4414
1845,-1.1351
1842,0.6195
1839,-0.4727
1836,-0.1628
1833,0.2407
1830,-0.8778
1827,0.9454
1825,1.0447
1822,-1.1576
1819,0.354
1816,-0.3787
1813,-0.3573
1810,0.3518
1807,-1.038
1805,-1.511
1804,1.1204
1802,1.1488
1799,-0.7965
1796,0.4473
1793,-0.0369
1790,-0.2228
1787,0.7245
1784,-0.9475
1781,-1.1615
1781,1.4334
1778,1.2793
1775,-0.4324
1773,0.5678
1770,0.2895
1767,-0.1838
1764,1.0655
1761,-0.899
1758,-1.1766
1755,0.9492
1753,-0.4687
1750,0.2173
1747,0.249
1744,-0.5764
1741,0.9105
1739,1.4945
1738,-1.3547
1736,-1.1457
1733,0.6907
1730,-0.4883
1727,-0.0983
1724,0.2171
1721,-0.8213
1718,0.9127
1716,1.0813
1713,-1.2046
1710,0.3857
1707,-0.4339
1705,-0.3314
1702,0.2907
1699,-1.0182
1696,1.0571
1694,1.1481
1691,-0.8844
1688,0.4499
1685,-0.1248
1682,-0.2191
1679,0.6424
1677,-0.9439
1674,-1.2162
1674,1.3592
1671,1.3115
1669,-0.4857
1666,0.6044
1663,0.2418
1660,-0.1426
1657,1.0251
1655,-0.8518
1652,-1.1979
1649,1.0161
1649,-1.5263
1647,-0.4805
1644,0.2923
1641,0.2422
1638,-0.4952
1636,0.9056
1633,-1.269
1630,-1.1533
1628,0.7637
1625,-0.4999
1622,-0.0304
1619,0.1989
1617,-0.7599
1614,0.887
1612,1.1249
1611,-1.5013
1609,-1.2447
1608,1.537
1606,0.4248
1603,-0.4826
1601,-0.2971
1598,0.235
1595,-0.9912
1592,0.9985
1590,1.1496
1587,-0.9708
1585,0.4518
1582,-0.2142
1579,-0.2176
1577,0.558
1574,-0.9429
1572,-1.2763
1571,1.282
1569,1.3365
1566,-0.5439
1564,0.6349
1561,0.1892
1558,-0.1075
1556,0.9775
1553,-0.8111
1551,-1.2256
1548,1.0778
1548,-1.484
1545,-0.499
1543,0.3621
1540,0.2304
1537,-0.4161
1535,0.8978
1532,-1.1837
1530,-1.1589
1527,0.8397
1525,-0.5074
1522,0.0409
1519,0.1855
1517,-0.694
1514,0.8676
1512,1.1762
1511,-1.4445
1509,-1.2777
1509,1.5123
1507,0.4716
1504,-0.5251
1501,-0.2559
1499,0.1851
1496,-0.9593
1494,0.9437
1491,1.1531
1489,-1.0554
1486,0.4565
1484,-0.3013
1481,-0.2153
1478,0.4748
1476,-0.942
1474,-1.3396
1473,1.2042
1471,1.3559
1469,-0.6087
1466,0.6573
1464,0.129
1461,-0.0806
1458,0.9222
1456,-0.7781
1454,-1.2592
1451,1.1354
1451,-1.4474
1449,-0.5218
1446,0.4287
1444,0.2142
1441,-0.3406
1439,0.8869
1436,-1.1015
1434,-1.164
1431,0.915
1429,-0.513
1426,0.1145
1424,0.1758
1421,-0.6251
1419,0.8527
1417,1.2337
1416,-1.384
1414,-1.3036
1414,1.493
1412,0.5262
1409,-0.5611
1407,-0.2064
1404,0.1422
1402,-0.9185
1399,0.8957
1397,1.1606
1395,-1.1369
1392,0.4632
1390,-0.3866
1387,-0.2122
1385,0.3912
1383,-0.9418
1380,-1.4058
1380,1.1262
1378,1.3704
1376,-0.6762
1373,0.6737
1371,0.0642
1368,-0.0593
1366,0.8607
1363,-0.7512
1361,-1.301
1359,1.1865
1359,-1.4177
1357,-0.5521
1354,0.4896
1352,0.1916
1349,-0.2696
1347,0.8704
1345,-1.0226
1343,-1.1695
1340,0.9903
1338,-0.518
1335,0.1893
1333,0.1691
1331,-0.5525
1328,0.8426
1326,1.2979
1326,-1.3184
1324,-1.3229
1323,1.4792
1321,0.588
1319,-0.5904
1317,-0.151
1314,0.1046
1312,-0.8726
1310,0.853
1308,1.1733
1307,-1.5374
1305,-1.2142
1303,0.4746
1301,-0.467
1298,-0.2049
1296,0.312
1294,-0.9395
1292,-1.4743
1291,1.0488
1289,1.3809
1287,-0.7481
1285,0.6846
1283,-0.0066
1280,-0.0451
1278,0.7927
1276,-0.7301
1274,-1.3488
1271,1.2319
1271,-1.3942
1269,-0.5888
1267,0.5448
1265,0.1634
1262,-0.2043
1260,0.8492
1258,-0.9493
1256,-1.1766
1255,1.5334
1254,1.0642
1251,-0.5234
1249,0.2641
1247,0.1623
1244,-0.4793
1242,0.8342
1240,1.3668
1240,-1.2508
1238,-1.337
1238,1.4681
1236,0.6564
1234,-0.6133
1231,-0.0864
1229,0.0747
1227,-0.8181
1225,0.8173
1223,1.192
1222,-1.4938
1221,-1.2857
1218,0.4899
1216,-0.5441
1214,-0.1952
1212,0.2355
1209,-0.9346
1207,0.9739
1205,1.3881
1203,-0.8213
1201,0.6922
1199,-0.0801
1197,-0.0348
1195,0.7189
1192,-0.7148
1191,-1.4035
1190,1.4965
1188,1.2706
1188,-1.3765
1186,-0.6326
1184,0.5929
1182,0.1281
1180,-0.1448
1178,0.8214
1175,-0.8817
1174,-1.1878
1173,1.5158
1171,1.1351
1169,-0.5307
1167,0.3381
1165,0.1559
1163,-0.4047
1161,0.8281
1159,1.4413
1159,-1.18
1157,-1.3451
1156,1.4607
1155,0.7301
1153,-0.6308
1150,-0.0173
1148,0.0503
1146,-0.7585
1144,0.7874
1142,1.2162
1142,-1.4444
1140,-1.3506
1138,0.512
1136,-0.6134
1134,-0.1801
1132,0.1644
1130,-0.9249
1128,0.9023
1126,1.3947
1124,-0.8972
1122,0.6963
1120,-0.1573
1118,-0.0286
1116,0.6408
1114,-0.7047
1112,-1.4644
1111,1.4182
1110,1.3034
1109,-1.3643
1108,-0.6824
1106,0.6346
1104,0.0862
1102,-0.0922
1100,0.7883
1097,-0.8197
1096,-1.2026
1095,1.4936
1094,1.2025
1093,-1.511
1092,-0.542
1090,0.4099
1088,0.1464
1086,-0.332
1084,0.8201
1082,1.5185
1082,-1.1092
1080,-1.3496
1080,1.4537
1078,0.81
1076,-0.643
1074,0.0594
1072,0.0328
1070,-0.6913
1068,0.7648
1066,1.2466
1066,-1.389
1064,-1.4094
1064,1.5318
1062,0.539
1060,-0.6772
1058,-0.1592
1056,0.0982
1054,-0.9106
1052,0.8348
1051,1.4019
1049,-0.9722
1047,0.6995
1045,-0.2364
1043,-0.0245
1041,0.5596
1039,-0.6974
1038,-1.531
1037,1.3362
1036,1.3297
1035,-1.3568
1034,-0.7383
1032,0.6701
1030,0.0378
1028,-0.0469
1026,0.7471
1024,-0.7658
1022,-1.2234
1022,1.4643
1021,1.2648
1020,-1.4527
1019,-0.5578
1017,0.4783
1015,0.135
1013,-0.2594
1011,0.8121
1009,-1.0377
1008,-1.3506
1007,1.4469
1006,0.8927
1004,-0.6511
1002,0.1386
1000,0.0194
998,-0.6205
996,0.7478
995,1.284
994,-1.3276
993,-1.46
992,1.506
991,0.5736
989,-0.7328
987,-0.1313
985,0.0391
983,-0.8893
982,0.7716
980,1.4106
978,-1.0469
978,1.4666
976,0.7027
975,-0.3161
973,-0.0228
971,0.4756
969,-0.693
967,1.2507
966,1.3504
965,-1.3531
964,-0.8
962,0.6986
960,-0.016
958,-0.008
957,0.7012
955,-0.7188
953,-1.2495
953,1.4291
952,1.3223
951,-1.4007
950,-0.5794
948,0.5423
946,0.117
944,-0.191
943,0.7997
941,-0.9676
939,-1.3503
939,1.4383
937,0.979
936,-0.6557
934,0.2236
932,0.0116
930,-0.5447
929,0.7362
927,1.3272
927,-1.2616
925,-1.5037
925,1.4859
924,0.6143
922,-0.782
920,-0.0971
918,-0.0136
917,-0.8615
915,0.7147
914,1.4214
912,-1.1194
911,1.4088
910,0.7075
908,-0.3949
907,-0.0195
905,0.3909
903,-0.6892
901,1.1642
900,1.3669
900,-1.3507
898,-0.8658
897,0.721
895,-0.0765
893,0.0231
891,0.6479
890,-0.6802
888,-1.2835
888,1.3867
887,1.3729
886,-1.3568
885,-0.607
883,0.6024
882,0.095
880,-0.125
878,0.7839
877,-0.8994
875,-1.3488
875,1.4274
874,1.0656
872,-0.6593
870,0.3088
869,0.0063
867,-0.4656
865,0.7287
864,1.3767
864,-1.1912
862,-1.5396
862,1.471
861,0.6623
859,-0.8223
857,-0.0557
856,-0.0591
854,-0.8259
852,0.664
851,1.4375
849,-1.1895
849,1.3564
848,0.715
846,-0.4722
844,-0.0151
843,0.3064
841,-0.686
840,1.0754
838,1.3785
838,-1.3507
837,-0.9349
835,0.7379
833,-0.1406
832,0.0477
830,0.5906
829,-0.6477
827,-1.3232
827,1.339
826,1.4174
826,-1.3197
824,-0.6431
823,0.6561
821,0.0651
819,-0.0646
818,0.7618
816,-0.835
815,-1.3484
815,1.4121
813,1.1539
812,-0.6615
810,0.3966
809,0.0034
807,-0.3843
806,0.725
804,1.4309
804,-1.1176
803,-1.569
803,1.4605
801,0.7156
800,-0.8551
798,-0.0073
797,-0.0971
795,-0.7838
794,0.6196
792,1.4582
792,-1.5356
791,-1.2552
791,1.3096
789,0.7267
788,-0.5471
786,-0.0073
785,0.2244
783,-0.6802
782,0.9892
780,1.3869
780,-1.3505
779,-1.0067
777,0.7503
776,-0.2094
774,0.0659
773,0.5264
771,-0.6233
770,-1.3708
770,1.2847
769,1.4555
769,-1.2891
767,-0.6856
766,0.7044
764,0.0292
763,-0.0082
761,0.7346
760,-0.7744
759,-1.3501
758,1.3921
757,1.2397
756,-0.6648
754,0.4833
753,0.0008
751,-0.3023
750,0.7228
749,1.4902
748,-1.0418
747,1.4531
746,0.7748
744,-0.8811
743,0.0477
742,-0.1277
740,-0.7326
739,0.5821
737,1.4855
737,-1.488
736,-1.3161
736,1.2695
735,0.7437
733,-0.6176
732,0.0033
730,0.1439
729,-0.6731
728,0.9039
726,1.3933
726,-1.3491
725,-1.0802
724,0.7592
722,-0.2801
721,0.0809
719,0.4596
718,-0.6037
717,-1.4253
717,1.225
715,1.4869
715,-1.265
714,-0.7365
713,0.7458
711,-0.0156
710,0.0409
708,0.7002
707,-0.7186
706,-1.3551
706,1.3664
705,1.3243
704,-1.5227
703,-0.6701
702,0.5692
701,-0.0018
699,-0.2207
698,0.7215
696,-0.9649
695,1.4484
694,0.8394
693,-0.9
691,0.109
690,-0.1519
689,-0.6751
687,0.5513
686,1.518
686,-1.4344
685,-1.3723
685,1.2351
683,0.7663
682,-0.6832
681,0.0204
679,0.0686
678,-0.6613
677,0.8225
676,1.4002
676,-1.3445
674,-1.1537
674,1.5337
673,0.7661
672,-0.3546
670,0.0907
669,0.3885
668,-0.59
667,-1.4863
667,1.1607
666,1.5111
665,-1.2474
664,-0.7938
663,0.7816
662,-0.0663
660,0.0847
659,0.659
658,-0.6686
657,-1.364
656,1.3351
655,1.4044
655,-1.4633
654,-0.6788
653,0.6512
652,-0.0068
650,-0.1404
649,0.719
648,-0.8886
647,1.4431
645,0.9078
644,-0.9131
643,0.1763
642,-0.1694
640,-0.6097
639,0.5277
638,1.5587
638,-1.3717
637,-1.4219
637,1.208
636,0.7947
634,-0.7438
633,0.0419
632,-0.0027
631,-0.6454
629,0.7441
628,1.4069
628,-1.3369
627,-1.226
627,1.4562
626,0.7728
625,-0.428
624,0.0988
622,0.3157
621,-0.5795
620,1.0929
619,1.5295
619,-1.2339
618,-0.8597
616,0.8103
615,-0.1253
614,0.1219
613,0.6104
612,-0.6249
611,-1.3786
610,1.2963
609,1.4807
609,-1.4095
608,-0.6916
607,0.7295
606,-0.015
605,-0.0631
604,0.7154
602,-0.8122
601,1.4383
600,0.9801
600,-1.5159
599,-0.921
598,0.2482
597,-0.1817
595,-0.5397
594,0.5085
593,-1.3041
592,-1.466
592,1.1863
591,0.8306
590,-0.7982
589,0.071
588,-0.0671
586,-0.6227
585,0.6726
584,1.416
584,-1.3244
583,-1.2971
583,1.3823
582,0.7798
581,-0.5023
580,0.1055
579,0.2409
577,-0.5725
576,1.022
575,-1.2239
574,-0.9304
573,0.8334
572,-0.1907
571,0.1527
570,0.556
569,-0.5878
568,-1.3986
567,1.2522
567,1.5501
566,-1.3624
565,-0.7093
564,0.803
563,-0.0276
562,0.0104
561,0.7068
560,-0.7388
559,1.4301
558,1.0541
558,-1.4464
557,-0.9262
556,0.3243
555,-0.1891
553,-0.4622
552,0.4959
551,-1.2291
550,-1.5034
550,1.1708
549,0.8726
548,-0.8459
547,0.1052
546,-0.1263
545,-0.5954
544,0.6067
543,1.4282
543,-1.3066
542,-1.3644
542,1.3146
541,0.7886
540,-0.5742
539,0.1138
538,0.1668
537,-0.5657
536,0.949
535,-1.2165
534,-1.0071
533,0.8506
532,-0.2623
530,0.1762
529,0.4945
528,-0.5573
528,-1.4251
527,1.2008
526,-1.3218
525,-0.7337
524,0.8702
523,-0.0451
522,0.0799
521,0.6948
520,-0.6677
519,1.4194
518,1.1301
518,-1.3779
517,-0.9284
516,0.4024
515,-0.1943
514,-0.3825
513,0.4865
512,-1.15
511,-1.5351
511,1.16
510,0.9211
509,-0.8863
508,0.1475
507,-0.1768
506,-0.5611
505,0.548
504,1.4452
504,-1.2826
503,-1.428
503,1.2525
502,0.8014
501,-0.645
500,0.1233
499,0.0933
499,-0.5588
498,0.8757
497,-1.2108
496,-1.0884
495,0.863
494,-0.3385
493,0.1946
492,0.4275
491,-0.533
490,-1.4573
490,1.1445
489,-1.2867
488,-0.7639
487,0.9311
486,-0.0698
485,0.1434
484,0.6757
483,-0.6019
482,1.4025
481,1.2055
481,-1.3129
480,-0.9302
479,0.4836
479,-0.1964
478,-0.2977
477,0.4812
476,-1.0658
475,1.154
474,0.9745
473,-0.9208
472,0.1946
471,-0.2211
470,-0.5205
469,0.4964
468,1.467
468,-1.2527
467,-1.4863
467,1.1974
467,0.8194
466,-0.7111
465,0.1365
464,0.0216
463,-0.55
462,0.8028
461,-1.2038
460,-1.1731
459,0.8712
458,-0.4192
457,0.208
457,0.3556
456,-0.515
455,-1.497
455,1.0812
454,-1.2591
453,-0.8008
452,0.9843
451,-0.1003
450,0.2005
449,0.6516
448,-0.5396
448,1.3813
447,1.2804
447,-1.251
446,-0.9327
445,0.5641
444,-0.1987
443,-0.2127
442,0.4767
441,-0.9799
441,1.1509
440,1.0343
439,-0.9481
438,0.2487
437,-0.2574
436,-0.4731
435,0.4531
435,1.4956
435,-1.2152
434,1.1489
433,0.8426
432,-0.7736
431,0.1543
430,-0.0471
429,-0.5391
429,0.7307
428,-1.1961
427,-1.2597
427,1.5532
426,0.8766
425,-0.5032
424,0.2172
424,0.2806
423,-0.5012
422,1.0149
421,-1.237
420,-0.8444
419,1.0305
419,-0.1386
418,0.2506
417,0.6182
416,-0.4842
415,1.3524
414,1.3535
414,-1.1933
414,-0.9371
413,0.6451
412,-0.2011
411,-0.1253
410,0.4741
409,-0.8922
409,1.15
408,1.0972
407,-0.9696
406,0.3077
405,-0.2873
405,-0.42
404,0.417
403,1.5306
403,-1.1717
402,1.1079
401,0.872
401,-0.8312
400,0.1778
399,-0.1116
398,-0.5226
397,0.6616
396,-1.1847
396,-1.3468
396,1.4782
395,0.8811
394,-0.5883
393,0.2227
393,0.2015
392,-0.4929
391,0.9437
390,-1.2209
389,-0.8949
389,1.0684
388,-0.1829
387,0.2947
386,0.5792
385,-0.434
385,1.3168
384,1.4235
384,-1.141
383,-0.9448
382,0.7228
382,-0.2065
381,-0.0404
380,0.4701
379,-0.8038
378,1.1496
378,1.1647
378,-1.5227
377,-0.9858
376,0.3722
375,-0.3101
375,-0.3611
374,0.3879
373,-1.1212
372,1.0741
372,0.9095
371,-0.8832
370,0.2074
369,-0.1716
369,-0.5016
368,0.5958
367,-1.1704
366,-1.4343
366,1.4043
366,0.8842
365,-0.6736
364,0.227
363,0.1222
363,-0.4873
362,0.8708
361,-1.2082
360,-0.9508
360,1.099
359,-0.2359
358,0.3305
357,0.5311
357,-0.3912
356,1.2731
355,1.4893
355,-1.0949
355,-0.9565
354,0.7991
353,-0.2141
352,0.0439
352,0.4646
351,-0.7168
350,1.1494
350,1.2336
349,-1.4392
349,-0.9981
348,0.4396
347,-0.3275
347,-0.2973
346,0.3656
345,-1.0659
344,1.0464
344,0.9536
343,-0.929
342,0.2444
342,-0.2262
341,-0.4738
340,0.5354
339,-1.1498
339,-1.5189
339,1.3352
338,0.8881
337,-0.7583
337,0.23
336,0.0416
335,-0.4843
335,0.7944
334,-1.1999
333,-1.0124
333,1.4993
333,1.1226
332,-0.294
331,0.3598
330,0.4761
330,-0.3541
329,1.2226
328,-1.0548
328,-0.9742
327,0.8703
326,-0.2268
326,0.1249
325,0.4555
324,-0.6318
323,1.1464
323,1.3046
323,-1.3568
322,-1.0074
321,0.5101
321,-0.3407
320,-0.2294
319,0.3493
319,-1.0035
318,1.0256
317,1.0058
317,-0.9684
316,0.2885
315,-0.2746
315,-0.441
314,0.479
313,-1.1253
313,1.2697
312,0.8945
311,-0.8407
311,0.2343
310,-0.037
309,-0.4803
309,0.7188
308,-1.1928
307,-1.0794
307,1.4296
307,1.1398
306,-0.3595
305,0.382
305,0.413
304,-0.3249
303,1.1642
303,-1.0206
302,-0.9972
302,0.9376
301,-0.2446
300,0.2018
300,0.4429
299,-0.5506
298,1.1411
298,1.3749
298,-1.277
297,-1.0145
296,0.5827
296,-0.3503
295,-0.1584
294,0.337
294,-0.9378
293,1.0097
293,1.0643
292,-1.0021
291,0.3399
291,-0.3162
290,-0.3994
289,0.4301
289,-1.0933
288,1.2101
287,0.9044
287,-0.9197
286,0.24
286,-0.1158
285,-0.4768
284,0.6425
284,-1.1867
283,-1.1498
283,1.3592
282,1.1506
282,-0.4294
281,0.3991
281,0.3444
280,-0.3009
279,1.0987
279,-0.993
278,-1.0266
277,0.9988
277,-0.2685
276,0.2729
276,0.4245
275,-0.4737
274,1.1309
274,1.4445
274,-1.2011
273,-1.0224
273,0.6558
272,-0.3579
271,-0.0847
271,0.329
270,-0.867
269,0.9991
269,1.1306
268,-1.0286
268,0.3974
267,-0.3519
266,-0.3529
266,0.3864
265,-1.0559
265,1.1555
264,0.9183
264,-0.9938
263,0.2503
262,-0.1896
262,-0.4704
261,0.5679
261,-1.1793
260,-1.2234
260,1.2887
259,1.1575
259,-0.5052
258,0.4102
258,0.2692
257,-0.2828
256,1.0268
256,-0.9718
255,-1.0629
255,1.0542
254,-0.2984
254,0.338
253,0.4008
252,-0.403
252,1.1169
251,1.5125
251,-1.1286
251,-1.0306
250,0.7287
249,-0.3651
249,-0.0102
248,0.3224
248,-0.7948
247,0.9903
247,1.2018
246,-1.0499
245,0.4628
245,-0.3809
244,-0.298
244,0.3503
243,-1.0107
243,1.1083
242,0.9374
242,-1.0636
241,0.2638
240,-0.2605
240,-0.4607
239,0.4954
239,-1.1705
238,-1.2986
238,1.2191
238,1.1614
237,-0.5833
236,0.4176
236,0.189
235,-0.2696
235,0.9502
234,-0.956
234,-1.1052
233,1.102
233,-0.3348
232,0.3966
231,0.3706
231,-0.3391
230,1.0953
230,-1.0627
229,-1.042
229,0.8
228,-0.3733
228,0.065
227,0.3175
227,-0.7189
226,0.9849
226,1.2791
225,-1.5448
225,-1.0657
224,0.5328
224,-0.404
223,-0.2387
223,0.3195
222,-0.9607
222,1.0676
221,0.9627
221,-1.126
220,0.2833
220,-0.3257
219,-0.4455
219,0.4269
218,-1.1571
218,-1.3756
217,1.1509
217,1.163
217,-0.6644
216,0.4218
215,0.1053
215,-0.2617
214,0.8681
214,-0.9457
213,-1.1536
213,1.1431
212,-0.3782
212,0.4474
211,0.3345
211,-0.2811
210,1.0689
210,-1.0018
209,-1.0566
209,0.8696
208,-0.384
208,0.1384
207,0.3102
207,-0.644
206,0.9791
206,1.36
206,-1.4661
205,-1.0774
205,0.6085
204,-0.4209
204,-0.1723
203,0.2964
203,-0.9042
202,1.0334
202,0.994
201,-1.1821
201,0.309
200,-0.3862
200,-0.4249
199,0.3626
199,-1.1393
198,-1.4514
198,1.0863
198,1.1634
197,-0.7466
197,0.4242
196,0.0195
196,-0.2557
195,0.7832
195,-0.9393
194,-1.2071
194,1.5002
194,1.1784
193,-0.4276
193,0.4913
192,0.2904
192,-0.2314
191,1.0345
191,-0.9486
190,-1.0775
190,0.9352
189,-0.3979
189,0.2112
189,0.3024
188,-0.568
188,0.9732
187,1.4443
187,-1.386
187,-1.085
186,0.6865
186,-0.4338
185,-0.103
185,0.2781
184,-0.8425
184,1.0058
183,1.0322
183,-1.5289
183,-1.2305
182,0.3421
182,-0.4392
182,-0.3974
181,0.3032
181,-1.1153
180,-1.5262
180,1.0258
180,1.1652
179,-0.8291
179,0.4256
178,-0.0683
178,-0.252
177,0.6955
177,-0.9365
177,-1.2666
176,1.4188
176,1.2064
176,-0.4825
175,0.5277
175,0.2414
174,-0.1892
174,0.9946
173,-0.9011
173,-1.103
173,0.9969
172,-0.4176
172,0.2797
171,0.2897
171,-0.4947
170,0.9644
170,1.5298
170,-1.3063
170,-1.0905
169,0.7688
169,-0.4422
168,-0.029
168,0.2653
167,-0.776
167,0.9846
167,1.0769
166,-1.4726
166,-1.2718
166,0.3818
165,-0.4857
165,-0.3625
164,0.25
164,-1.086
164,0.9693
163,1.1685
163,-0.9104
162,0.4285
162,-0.1565
161,-0.2482
161,0.6079
161,-0.9343
160,-1.3289
160,1.3373
160,1.2286
159,-0.5432
159,0.5572
159,0.1853
158,-0.1551
158,0.9462
157,-0.862
157,-1.136
157,1.0541
157,-1.514
156,-0.4424
156,0.3454
155,0.2735
155,-0.4229
155,0.9533
154,-1.2281
154,-1.0948
154,0.8506
153,-0.448
153,0.047
152,0.2561
152,-0.706
152,0.9683
151,1.1282
151,-1.4121
151,-1.3049
150,0.4285
150,-0.5257
150,-0.32
149,0.2029
149,-1.0477
149,0.9185
148,1.176
148,-0.9893
147,0.434
147,-0.243
147,-0.2447
146,0.5192
146,-0.9341
146,-1.3947
146,1.2542
145,1.2455
145,-0.6079
145,0.5798
144,0.1251
144,-0.1266
144,0.893
143,-0.8289
143,-1.1761
